	Haltung	Begründung	true	model	run
1119	progressiv	Der Artikel setzt sich explizit für die Frauenbewegung ein, indem er ihre Errungenschaften in der Verbesserung der Bildung für Frauen, den Zugang zu Berufen und das Frauenstimmrecht hervorhebt und argumentiert, dass diese notwendig sind, um Frauen in der industrialisierten Gesellschaft zu unterstützen. Er lehnt ein reines traditionelles Familienbild ab, da die Großindustrie Frauen aus dem Haus treibe, und fordert stattdessen Gleichwertigkeit und Organisation für erwerbstätige Frauen. Dies entspricht einer progressiven Haltung aus der Perspektive des 19. und frühen 20. Jahrhunderts, die mehr Rechte und Möglichkeiten für Frauen einsetzt.	progressiv	x-ai/grok-4	4
1120	konservativ	Der Artikel präsentiert die Gleichberechtigung bei den Basken als absurde 'Lösung' der Frauensfrage, bei der Frauen dominant sind und Männer Rechte verlieren, was satirisch die Forderungen der Frauenrechtlerinnen verspottet. Statt für Fortschritte wie Frauenwahlrecht oder Erwerbsarbeit einzutreten, idealisiert er implizit traditionelle Rollen, indem er das baskische Modell als warnendes Extrem darstellt. Dies entspricht einer konservativen Haltung des 19./frühen 20. Jahrhunderts, die Veränderungen ablehnt und ein patriarchalisches Familienbild bevorzugt.	konservativ	x-ai/grok-4	4
1121	progressiv	Der Artikel enthält einen Abschnitt, der die Probleme erwerbstätiger Frauen anerkennt und ein Buch rezensiert, das den Ausbau von Arbeiterschutzgesetzen und gewerkschaftliche Organisation für Frauen fordert, um Ungerechtigkeiten und Gefahren zu bekämpfen. Aus der Perspektive des frühen 20. Jahrhunderts ist dies progressiv, da es Verbesserungen der Arbeitsbedingungen und soziale Reformen für Frauen unterstützt, auch wenn ein traditionelles Familienbild idealisiert wird. Der Haupttext behandelt Gender nicht, aber der relevante Abschnitt setzt sich für Frauenrechte in der Erwerbsarbeit ein.	falsch	x-ai/grok-4	4
1122	konservativ	Der Artikel idealisiert das traditionelle Bild der Frau als 'Gehilfin' des Mannes und betont ihre Rolle im Haushalt, bei der Kindererziehung und in karitativen, kriegsunterstützenden Tätigkeiten, ohne Forderungen nach Frauenrechten, Wahlrecht oder unabhängiger Erwerbsarbeit zu stellen. Stattdessen wird die Frau ermutigt, das Heim zu schützen und den Krieg durch häusliche Sparsamkeit und Vereinsarbeit zu unterstützen, was ein klassisches konservatives Familien- und Geschlechterrollenmodell verstärkt. Obwohl die Bildung der Frauen positiv erwähnt wird, dient dies nur der besseren Erfüllung traditioneller Pflichten, nicht einer progressiven Emanzipation.	konservativ	x-ai/grok-4	4
1123	konservativ	Der Artikel beschreibt den Deutschen Frauenbund als Initiative, die Frauen politisch bildet, um nationale Ideale in der Familie zu stärken, betont jedoch explizit, dass Frauen erst ihre Pflichten als Bürgerinnen erfüllen müssen, bevor sie besondere Rechte fordern. Er distanziert sich von 'radikalen' Frauenforderungen und idealisiert ein traditionelles Bild der Frau als Helferin des Vaterlands, ohne progressive Elemente wie Wahlrecht oder Erwerbsarbeit aktiv zu fordern. Dies entspricht einer konservativen Haltung, die Geschlechterrollen innerhalb patriotischer Grenzen erweitert, aber nicht grundlegend verändert.	progressiv	x-ai/grok-4	4
1124	konservativ	Der Artikel idealisiert das traditionelle Familienbild, indem er den natürlichen Beruf der Frau als Ehefrau, Mutter und Hausfrau darstellt und andere Berufe lediglich als Ersatz betrachtet. Obwohl er grundsätzlich den Zugang zu allen Berufen befürwortet, rät er Frauen, solche zu wählen, die ihrer 'weiblichen Natur' entsprechen und aus häuslichen Tätigkeiten hervorgehen, was konservative Geschlechterrollen verstärkt. Er kritisiert die Frauenbewegung implizit dafür, diesen Aspekt nicht zu betonen, und priorisiert Mutterschaft über berufliche Selbstständigkeit.	ambivalent	x-ai/grok-4	4
1125	progressiv	Der Text empfiehlt eine Vorbereitungsanstalt für Frauen zum Abiturientenexamen und hebt Erfolge hervor, was die Förderung höherer Bildung für Frauen unterstützt, die im frühen 20. Jahrhundert ein progressives Anliegen war. Zudem kritisiert er ausbeuterische Arbeitsbedingungen für Haushaltungslehrerinnen und fordert faire Bezahlung in weiblichen Berufen, was sich gegen die Unterdrückung von Frauen im Erwerbsleben richtet. Insgesamt setzt sich der Artikel für mehr Rechte und Chancen für Frauen ein, ohne traditionelle Rollen zu idealisieren.	progressiv	x-ai/grok-4	4
1126	neutral	Der Text unterstützt progressive Elemente wie die Bildung und Erwerbsarbeit von Frauen, insbesondere Unverheirateten, um eine selbstständige Stellung zu ermöglichen, und verspricht männliche Förderung dafür. Gleichzeitig lehnt er konservativ die politische Beteiligung von Frauen ab, wie Wahlrecht und Wählbarkeit, und idealisiert das traditionelle Geschlechterverhältnis mit Fokus auf Weiblichkeit und Häuslichkeit. Dadurch werden sowohl progressive als auch konservative Meinungen zu Geschlechterfragen vertreten.	konservativ	x-ai/grok-4	4
1127	progressiv	Der Artikel fördert die Ausbildung und berufliche Tätigkeit von Frauen in der Glasmalerei, einem neuen künstlerischen Arbeitsgebiet, und hebt positive Erfahrungen sowie attraktive Verdienstmöglichkeiten hervor, was im Kontext des frühen 20. Jahrhunderts als Unterstützung für Frauen in der Erwerbsarbeit und beruflicher Bildung gilt. Er betont, dass Frauen sich ausgezeichnet eignen und durch einen zweijährigen Lehrkursus qualifiziert werden können, ohne traditionelle Rollenbilder zu idealisieren oder Frauenrechte abzulehnen. Dies entspricht einer progressiven Haltung, da es Frauen zu wirtschaftlicher Unabhängigkeit und beruflicher Entfaltung ermutigt.	progressiv	x-ai/grok-4	4
1128	konservativ	Der Artikel argumentiert aus anthropologischer Sicht gegen die Gleichberechtigung von Frauen und Männern, indem er natürliche physische und intellektuelle Unterschiede betont, die Frauen für höhere Bildung und geistige Arbeit ungeeignet machen. Er lehnt Forderungen nach Gymnasien für Mädchen und Frauenrechten ab, idealisiert stattdessen die traditionelle Rolle der Frau als Mutter und Erzieherin und verneint die Möglichkeit einer erfolgreichen Konkurrenz mit Männern in Wissenschaft, Kunst und Literatur. Diese Haltung entspricht einer konservativen Sicht des 19. Jahrhunderts, die traditionelle Geschlechterrollen verteidigt und progressive Veränderungen ablehnt.	konservativ	x-ai/grok-4	4
1129	progressiv	Der Artikel empfiehlt den Beruf der Irrenpflegerin explizit für gebildete junge Mädchen als befriedigende Tätigkeit und betont die Möglichkeit, in verschiedenen Pflegebereichen zu arbeiten, was die Erwerbsarbeit von Frauen fördert. Im Kontext des 19. oder frühen 20. Jahrhunderts stellt dies eine progressive Haltung dar, da es Frauen ermutigt, beruflich aktiv zu sein und ihre Fähigkeiten einzusetzen, anstatt sie auf traditionelle Rollen zu beschränken. Der Text idealisiert kein klassisches Familienbild, sondern hebt die Vorteile beruflicher Vielfalt für Frauen hervor.	progressiv	x-ai/grok-4	4
1130	progressiv	Der Artikel stellt neue Berufsfelder für Frauen vor, wie Hilfspräparatorin und Graphologin, und betont deren Möglichkeiten für Erwerbsarbeit, private Tätigkeit und finanzielle Unabhängigkeit, was im Kontext des 19./frühen 20. Jahrhunderts eine progressive Haltung darstellt, da es Frauen zur beruflichen Bildung und Erwerbstätigkeit ermutigt. Er hebt notwendige Fähigkeiten wie Fleiß und Interesse hervor, ohne traditionelle Geschlechterrollen zu idealisieren, und der Briefkasten-Teil gibt praktische Ratschläge zu Ausbildungen für Frauenberufe. Insgesamt fördert der Text die Expansion weiblicher Berufschancen jenseits des Haushalts.	progressiv	x-ai/grok-4	4
1131	progressiv	Der Text feiert den zunehmenden Zug von Frauen zum akademischen Studium und erkennt an, dass Vorurteile überwunden wurden, was im Kontext des frühen 20. Jahrhunderts eine Förderung der Frauenbildung darstellt. Er betont die Vorbereitung von Frauen auf berufliche Rollen wie Ärztinnen und Lehrerinnen in der Mission und sozialer Arbeit, was die Möglichkeit weiblicher Erwerbsarbeit unterstützt. Obwohl ein christlicher Rahmen vorhanden ist, idealisiert der Artikel kein traditionelles Familienbild, sondern ermutigt zu tatkräftiger Mitarbeit und Unabhängigkeit.	progressiv	x-ai/grok-4	4
1132	konservativ	Der Artikel idealisiert das traditionelle Bild der tüchtigen Hausfrau und Mutter, die sich durch häusliche Arbeit auszeichnet, und kritisiert den Müßiggang junger Frauen als Folge materialistischer Einflüsse, was eine Ablehnung moderner, emanzipatorischer Tendenzen impliziert. Er fordert eine Erziehung zur häuslichen Pflicht und warnt vor der Vernachlässigung traditioneller Rollen, obwohl er neue Berufswege für Frauen anerkennt, priorisiert er diese nicht und sieht sie als sekundär an. Insgesamt wird ein konservatives Familienbild verteidigt, ohne progressive Elemente wie Frauenwahlrecht oder umfassende Bildung zu fordern.	konservativ	x-ai/grok-4	4
1133	konservativ	Der Artikel lehnt die Möglichkeit ab, dass Frauen in Deutschland als Klavierstimmerinnen beruflich tätig werden, und begründet dies mit angeblichen körperlichen und nervlichen Einschränkungen, die Frauen typischerweise nicht gewachsen seien. Dies idealisiert implizit traditionelle Geschlechterrollen, in denen Frauen für anspruchsvolle handwerkliche Berufe ungeeignet sind, und widerspricht progressiven Bestrebungen für mehr Erwerbsmöglichkeiten von Frauen. Obwohl er Interesse an Frauenarbeit zeigt, endet er mit einer ablehnenden Haltung und bagatellisiert positive Berichte als übertrieben.	konservativ	x-ai/grok-4	4
1134	progressiv	Der Artikel befürwortet die ländliche Frauenbewegung als Streben nach vertiefter Bildung, besseren Existenzmöglichkeiten und Hebung des weiblichen Standes, insbesondere durch Kritik am Mangel an beruflichen Schulen für Landmädchen im Vergleich zu Jungen. Er hebt die Bedeutung der Erwerbstätigkeit von Millionen Frauen in der Landwirtschaft hervor und unterstützt Initiativen wie Enqueten und Vereine, die die Lage von Frauen verbessern sollen. Obwohl er die Bewegung als unpolitisch darstellt, setzt er sich klar für progressive Veränderungen in Bildung und Wohlfahrt ein, was aus der Perspektive des frühen 20. Jahrhunderts als fortschrittlich gilt.	progressiv	x-ai/grok-4	4
1135	konservativ	Der Artikel lehnt progressive Ideen wie das wissenschaftliche Studium für Frauen und ihre Konkurrenz mit Männern in Berufen ab, indem er sie als unnatürlich und schädlich darstellt. Stattdessen idealisiert er ein traditionelles Frauenbild als gesunde Mütter, sparsame Hausfrauen und Erzieherinnen, die sich auf Ehe und Mutterschaft konzentrieren sollen. Er erkennt zwar Bedarf an beruflicher Ausbildung für unverheiratete Frauen an, schränkt diese jedoch auf 'weibliche' Bereiche ein und kritisiert Emanzipationsbestrebungen als übertrieben und kulturgefährlich.	konservativ	x-ai/grok-4	4
1136	konservativ	Der Artikel verstärkt traditionelle Geschlechterrollen, indem er argumentiert, dass Söhne mehr finanzielle Mittel für ihre Ausbildung erhalten sollten, da sie als Ernährer des Haushalts fungieren, während Töchter auf Gleichstellung verzichten und sich auf die Rolle als verantwortungsvolle Hausfrau vorbereiten. Die geförderte Selbstständigkeit der Töchter beschränkt sich auf die Verwaltung der Aussteuer, um den Übergang zur Ehe und Hauswirtschaft zu erleichtern, ohne progressive Themen wie Frauenbildung, Erwerbsarbeit oder Rechte anzusprechen. Stattdessen idealisiert er ein konservatives Familienbild, in dem die Frau in den 'Mitgenuss' des männlichen Vermögens tritt.	progressiv	x-ai/grok-4	4
1137	konservativ	Der Artikel argumentiert gegen die Forderung, dass verheiratete Frauen ihr Vermögen selbständig verwalten können, und stellt dies als unnötig und schädlich dar, da es die traditionelle Ehe und Familienstruktur untergraben würde. Er kritisiert die Frauenemanzipationsbewegung als abstrakt und ideologisch, betont stattdessen die moralische Rolle der Frau im Haushalt und die Verantwortung des Mannes als Familienoberhaupt. Dies idealisiert ein konservatives Geschlechterbild, in dem gesetzliche Rechte für Frauen abgelehnt werden und traditionelle Rollen priorisiert sind.	konservativ	x-ai/grok-4	4
1138	progressiv	Der Text porträtiert junge Frauen als Lehrerinnen in einem beruflichen Kontext positiv und selbstverständlich, was die Akzeptanz von Erwerbsarbeit und Bildung für Frauen unterstützt, was im 19. oder frühen 20. Jahrhundert progressiv war. Er gibt praktische Ratschläge zur Kleidung, die die Würde und Effektivität der Lehrerin im Beruf betonen, ohne ein traditionelles Familienbild zu idealisieren. Stattdessen fördert er die aktive Rolle von Frauen in der Bildung und appelliert an ihre positive Wirkung auf Kinder durch äußere Erscheinung.	neutral	x-ai/grok-4	4
1139	progressiv	Der Text nimmt eine progressive Haltung ein, da er Frauen explizit ermutigt, Erwerbsarbeit in der Wollwarenindustrie aufzunehmen, unabhängig von Alter, Vorkenntnissen oder familiärem Status, und Aufstiegsmöglichkeiten bis hin zur Ernährerin einer Familie hervorhebt. Im Kontext des 19./frühen 20. Jahrhunderts unterstützt dies die finanzielle Unabhängigkeit von Frauen, insbesondere für Witwen oder Waisen, und stellt die Arbeit als sauber, interessant und mobil einsetzbar dar. Es wird kein traditionelles Familienbild idealisiert, sondern stattdessen die Möglichkeit betont, dass Frauen durch Arbeit selbstständig werden können.	progressiv	x-ai/grok-4	4
1140	konservativ	Der Artikel idealisiert eine traditionelle Rolle von Frauen in der Literatur und kritisiert die weiblichen Einflüsse auf die Literatur als verweichlichend und sentimental. Anstatt sich für mehr Frauenrechte oder -erwerbstätigkeit einzusetzen, wird die weibliche Dominanz in der Literatur und ihr Einfluss eher abschätzig und als problematisch dargestellt.	konservativ	openai/gpt-4o	4
1141	konservativ	Der Artikel schildert ein traditionelles Familien- und Rollenbild in der Kaserne, bei dem Frauen hauptsächlich als Ehefrauen und Mütter dargestellt werden. Es wird betont, dass die Unteroffizierfrauen tüchtig haushalten und ihren Anzug pflegen sollen. Progressive Ansätze wie mehr Rechte oder Möglichkeiten zur Erwerbsarbeit für Frauen werden nicht thematisiert.	neutral	openai/gpt-4o	4
1142	konservativ	Der Text enthält konservative Ideen bezüglich Gender, indem er die Frauenbewegung kritisiert und die Frauenrolle auf die Mutterschaft und Haushaltsführung beschränken möchte. Er argumentiert gegen die Erwerbstätigkeit von Frauen und fordert, dass Männer für den Unterhalt der Familie sorgen sollten.	anderes Thema	openai/gpt-4o	4
1143	progressiv	Der Artikel lobt die Entscheidung, Frauen in der Armenpflege gleichberechtigt mit Männern einzusetzen und hebt ihre besondere Fähigkeit hervor, durch Mitgefühl und Verständnis effektiv in diesem Bereich zu arbeiten. Er zeigt auf, dass Frauen in mehreren deutschen Städten bereits erfolgreich als vollberechtigte Armenpflegerinnen tätig sind, und dass ihre Qualitäten als wertvoll und unersetzlich angesehen werden.	progressiv	openai/gpt-4o	4
1144	progressiv	Der Artikel beschreibt ausführlich die verschiedenen Anstrengungen und Errungenschaften der Frauenbewegung in Deutschland, wie die Verbesserung der Mädchenbildung, die Eröffnung neuer beruflicher Möglichkeiten und Bildungswege für Frauen, die Organisation von Frauen in Berufsverbänden und die Förderung des Frauenstimmrechts. Diese Maßnahmen zeigen eine deutliche Unterstützung für die Gleichwertigkeit und Selbstständigkeit von Frauen in der Gesellschaft, was als progressive Haltung im historischen Kontext zu werten ist.	progressiv	openai/gpt-4o	4
1145	konservativ	Der Artikel beschreibt die gesellschaftlichen Strukturen der Basken, wo Frauen formal gleichberechtigt sind, aber in traditionellen Rollen eingebunden bleiben, wie die Übertragung von Rechten auf männliche Verwandte zeigt. Der sarkastische Ton und die Betonung auf traditionelle Geschlechterrollen deuten auf eine konservative Haltung hin.	konservativ	openai/gpt-4o	4
1146	progressiv	Der Artikel setzt sich für die Verbesserung der Arbeitsbedingungen für Frauen ein und fordert den Ausbau von Arbeiter*innenschutzgesetzen sowie die gewerkschaftliche Organisation von Frauen. Dies zeigt eine progressive Haltung gegenüber der Situation erwerbstätiger Frauen in der betreffenden Zeitperiode.	falsch	openai/gpt-4o	4
1147	konservativ	Der Artikel betont ein traditionelles Rollenbild der Frau als Gehilfin des Mannes und Hüterin des Heims. Die Frau soll für das Haus sorgen und die Kinder erziehen, während der Mann im Krieg kämpft. Diese Darstellung wird als naturgegeben und positiv beschrieben, was eine konservative Haltung zum Thema Gender widerspiegelt.	konservativ	openai/gpt-4o	4
1148	neutral	Der Artikel beschreibt die Bildung des deutschen Frauenbundes als eine überparteiliche Vereinigung, die sich hauptsächlich mit der Förderung nationaler Gedanken und der Bildung von Frauen im staatswirtschaftlichen Bereich beschäftigt. Obwohl Frauenbildung thematisiert wird, wird der Fokus eher auf nationale Pflichten und weniger auf erweiterte Frauenrechte oder politische Gleichstellung gelegt.	progressiv	openai/gpt-4o	4
1149	konservativ	Der Text betont, dass der natürliche und vorrangige Beruf der Frau der der Ehefrau und Mutter ist. Andere Berufe werden als Ersatz für diesen natürlichen Beruf betrachtet und sollten möglichst aus den Tätigkeiten hervorgehen, die eine Frau als Gattin, Mutter und Hausfrau ausführt. Dies weist auf eine konservative Haltung hin, die traditionelle Rollenbilder für Frauen idealisiert.	ambivalent	openai/gpt-4o	4
1150	progressiv	Der Artikel spricht sich im ersten Abschnitt positiv über die Möglichkeiten für Frauen aus, das Abitur zu machen, was im frühen 20. Jahrhundert ein Fortschritt für Frauenrechte und Bildung bedeutete. Im zweiten Abschnitt wird eine kritische Haltung gegenüber der Ausnutzung von Frauen in schlechbezahnten Berufen eingenommen, was ebenfalls eine progressive Perspektive auf die Arbeitsbedingungen von Frauen darstellt.	progressiv	openai/gpt-4o	4
1151	konservativ	Der Text lehnt die Beteiligung von Frauen an der Politik und das Frauenwahlrecht ab und betont ein traditionelles Familienbild. Er unterstützt zwar die Bildung und Erwerbsarbeit von Frauen, aber nur in einem solchen Rahmen, der nicht die traditionellen Geschlechterrollen in Frage stellt.	konservativ	openai/gpt-4o	4
1152	progressiv	Der Artikel beschreibt die Ausbildung von Frauen in einem kreativen und handwerklichen Berufsfeld, das traditionell von Männern dominiert war. Er hebt die Eignung und Erfolge von Frauen in diesem Bereich hervor und zeigt, dass Frauen neue berufliche Perspektiven eröffnet werden, was eine progressive Haltung darstellt.	progressiv	openai/gpt-4o	4
1153	konservativ	Der Artikel argumentiert gegen die intellektuelle Gleichheit von Männern und Frauen und betont physische und psychologische Unterschiede. Er idealisiert traditionelle Rollen für Frauen und lehnt ihre Gleichstellung in Bildungs- und Arbeitsfragen ab.	konservativ	openai/gpt-4o	4
1154	progressiv	Der Text empfiehlt den Beruf der Irrenpflegerin für gebildete junge Mädchen und betont, dass es ein befriedigender Beruf sein kann. Er unterstützt die Bildung und Beschäftigung von Frauen in einem professionellen Umfeld, was im Kontext des späten 19. Jahrhunderts als progressiv gilt.	progressiv	openai/gpt-4o	4
1155	progressiv	Der Artikel beschreibt die Einführung und Förderung von Frauen in Berufen, die traditionell Männer vorbehalten waren, insbesondere im Bereich der Präparation von Insekten für Museen. Dies deutet auf eine progressive Haltung hin, da es Frauen die Möglichkeit gibt, erwerbstätig zu sein und spezifische Fähigkeiten zu entwickeln, die über traditionelle Rollen hinausgehen.	progressiv	openai/gpt-4o	4
1156	progressiv	Der Artikel zeigt eine progressive Haltung, da er die steigende Zahl von Frauen, die sich akademischen Studien zuwenden, positiv hervorhebt. Er spricht sich insbesondere für die Bildung und Karriere von Frauen in Bereichen wie Medizin und Lehre aus und beschreibt die Organisation, die Frauen unterstützt, ihre Fähigkeiten im Dienst der Gemeinschaft einzusetzen.	progressiv	openai/gpt-4o	4
1157	konservativ	Der Artikel nimmt eine konservative Haltung ein, indem er einem traditionellen Familienbild nachhängt und kritisiert, dass Frauen nicht genügend zu häuslichen Pflichten und ernsthafter Arbeit angeleitet werden. Er betrachtet den Trend zu Zerstreuung und Vergnügungssucht negativ und betont die Notwendigkeit, Frauen vor allem als Hausfrauen auszubilden.	konservativ	openai/gpt-4o	4
1158	konservativ	Der Artikel argumentiert, dass das Klavierstimmen für Frauen aufgrund körperlicher Anforderungen und mangelnder Beispiele als Beruf in Deutschland unpraktisch ist.	konservativ	openai/gpt-4o	4
1159	progressiv	Der Artikel beschreibt die aufkommende ländliche Frauenbewegung und deren Bedeutung für die Bildung und wirtschaftlichen Möglichkeiten der Frauen auf dem Land. Besonders hervorgehoben wird das Streben nach einer vertieften Bildung und verbesserten Existenzmöglichkeiten für Frauen, was auf eine progressive Haltung hinweist.	progressiv	openai/gpt-4o	4
1160	konservativ	Der Artikel kritisiert die Frauenbewegung, beschreibt Frauen, die akademische Berufe anstreben, abwertend als 'Cyniker' und 'Blaustrümpfe', und betont, dass Frauen in ihrem traditionellen Rollen als Mütter und Hausfrauen bleiben sollten anstatt 'dem Lasso nach dem Monde [zu] werfen'. Es wird argumentiert, dass das wissenschaftliche Studium Frauen die 'wahre und einzige Bedeutung' nimmt, und dass ihre 'höchste sittliche Aufgabe' in der Ehe und Mutterschaft liegt.	konservativ	openai/gpt-4o	4
1161	konservativ	Der Artikel unterstützt ein traditionelles Familienbild, in dem Frauen sich auf die Rolle der zukünftigen Hausfrau und Ehefrau vorbereiten. Es wird betont, dass der Mann den Hausstand finanziell tragen soll, und es wird als selbstverständlich angesehen, dass Frauen den Zinsen des Vermögens ihrer Männer beiwohnen. Die Rolle der Frau wird weitgehend auf das Haushalten und auf eine wirtschaftliche Vernunft beschränkt, während Männern mehr finanzielle Mittel für ihre eigene Ausbildung zugestanden werden.	progressiv	openai/gpt-4o	4
1162	konservativ	Der Artikel lehnt die Forderung nach selbstständiger Vermögensverwaltung durch Frauen in der Ehe ab und vertritt die Ansicht, dass Frauen nicht über die nötige Einsicht zur Vermögensverwaltung verfügen. Er idealisiert ein traditionelles Rollenverständnis, in dem der Mann die Hauptverantwortung und Autorität trägt.	konservativ	openai/gpt-4o	4
1163	anderes Thema	Der Text behandelt primär das Thema der Kleiderwahl und deren Einfluss auf die Stimmung der Lehrerin und der Kinder. Es enthält keine Aussagen oder Meinungen zur Geschlechtergleichheit, Frauenrechten oder traditionellen Rollen.	neutral	openai/gpt-4o	4
1164	progressiv	Der Artikel beschreibt die Beschäftigung von Frauen in der Wollwarenbranche als eine praktikable und vernünftige Möglichkeit, sich finanziell unabhängig zu machen, auch ohne Vorkenntnisse oder formelle Zeugnisse. Er stellt verschiedene Positionen dar, die Frauen einnehmen können, einschließlich der Aussicht auf Führungsrollen, und hebt die Möglichkeit hervor, dass Frauen genug verdienen können, um eine ganze Familie zu ernähren. Dies deutet auf eine progressive Haltung gegenüber der Erwerbstätigkeit von Frauen hin.	progressiv	openai/gpt-4o	4
1165	konservativ	"Der Artikel beschreibt den wachsenden Einfluss von Frauen auf die Literatur als negative ""Verweiblichung"", die zu einer schwachen und sentimentalen ""Goldschnitt-Literatur"" führe. Er beklagt, dass die Literatur sich aus der ""männlichen"" Sphäre des öffentlichen und politischen Lebens in den ""weiblichen"" häuslichen Raum zurückgezogen habe. Damit wird ein traditionelles Geschlechterbild idealisiert, in dem Frauen dem Privaten und Männer dem Öffentlichen zugeordnet werden und die weibliche Einflusssphäre als minderwertig dargestellt wird."	konservativ	google/gemini-2.5-pro	4
1166	konservativ	Der Artikel beschreibt die Frauen in der Kaserne ausschließlich in ihrer Rolle als Ehefrau oder zukünftige Ehefrau eines Soldaten, deren Ehrgeiz sich auf die Heirat und die Führung des Haushalts beschränkt. Frauen werden auf ihre häuslichen Fähigkeiten, ihr Aussehen und ihre untergeordnete soziale Stellung reduziert, was einem traditionellen, patriarchalischen Familienbild entspricht. Progressive Ideen wie Bildung oder berufliche Selbstständigkeit von Frauen werden entweder nicht erwähnt oder, im Fall der Schulbildung, als übertriebenes und unkluges Streben kritisiert.	neutral	google/gemini-2.5-pro	4
1167	konservativ	"Der Text vertritt eine äußerst konservative Haltung, indem er die Frauenbewegung als eine Gefahr für das Volk und die ""Rassenhygiene"" darstellt. Er lehnt die Erwerbstätigkeit von Frauen entschieden ab, da sie diese von ihrem ""mütterlichen Beruf"" abhalte und so eine negative Auslese fördere. Das Ideal ist eine traditionelle Familie, in der die Frau ausschließlich als Hausfrau und Mutter agiert und die Emanzipation als widernatürlich und als Ursache für den Untergang von Völkern angesehen wird."	anderes Thema	google/gemini-2.5-pro	4
1168	progressiv	"Der Artikel befürwortet und feiert die Anstellung von Frauen in einem öffentlichen Amt, der Armenpflege, und hebt hervor, dass sie in vielen Städten bereits ""gleichberechtigt"" mit Männern arbeiten und sogar ein Stimmrecht in Kommissionen erhalten. Er argumentiert gegen Vorurteile, Frauen seien für solche Aufgaben nicht geeignet, und betont die Notwendigkeit einer professionellen Ausbildung für Frauen in diesem neuen Berufsfeld. Obwohl die Eignung der Frau mit traditionellen Rollenbildern begründet wird, ist der Kern des Artikels die deutliche Befürwortung der weiblichen Erwerbsarbeit und Teilhabe im öffentlichen Leben."	progressiv	google/gemini-2.5-pro	4
1169	progressiv	Der Artikel argumentiert, dass die Frauenbewegung eine notwendige Reaktion auf die durch die Industrialisierung veränderten sozialen und wirtschaftlichen Bedingungen ist. Er befürwortet uneingeschränkt die verbesserte Bildung von Frauen, ihre Zulassung zu Universitäten und die Erschließung zahlreicher neuer Berufe. Der Text feiert die organisatorischen und praktischen Erfolge der Bewegung, einschließlich der Forderung nach dem Frauenstimmrecht, und stellt sie als unaufhaltsamen gesellschaftlichen Fortschritt dar.	progressiv	google/gemini-2.5-pro	4
1170	konservativ	Der Artikel nimmt eine konservative Haltung ein, da er die Frauenbewegung durch einen ironischen und herablassenden Ton ins Lächerliche zieht. Er stellt die extreme Gleichberechtigung der baskischen Frauen nicht als positives Vorbild dar, sondern als eine warnende Karikatur, in der Männer ihre Rechte und sogar ihren Namen verlieren. Damit werden die Ziele der Frauenrechtlerinnen als absurd dargestellt und ein traditionelles Gesellschaftsbild als Norm bestätigt.	konservativ	google/gemini-2.5-pro	4
1171	konservativ	"Der Artikel idealisiert die Rolle der Frau als aufopferungsvolle ""Gehilfin"" des Mannes und Dienerin des Vaterlandes, die den abwesenden Soldaten unterstützt, indem sie das Heim bewahrt und sich in karitativen Kriegsinitiativen engagiert. Die neuen Aufgaben der Frau werden nicht als Schritt zur Emanzipation, sondern als temporäre, patriotische Pflicht innerhalb der traditionellen Geschlechterordnung dargestellt. Die Frau soll die Last tragen, bis der Mann zurückkehrt und sie ihm die Verantwortung wieder übergeben kann."	konservativ	google/gemini-2.5-pro	4
1172	neutral	"Der Text enthält sowohl progressive als auch konservative Elemente. Er befürwortet zwar entschieden die politische und wirtschaftliche Bildung von Frauen und deren Teilnahme am öffentlichen Leben (progressiv), stellt dies aber in den Dienst eines konservativen, nationalistischen Ziels: der Stärkung des Vaterlandes und der Familie. Zudem distanziert sich der Bund explizit von der ""radikalen"" Frauenbewegung und vertritt die Ansicht, dass Frauen erst ihre Pflichten erfüllen müssten, bevor sie besondere Rechte fordern könnten."	progressiv	google/gemini-2.5-pro	4
1173	konservativ	Obwohl der Text eingangs dafür plädiert, Frauen grundsätzlich alle Berufe zu öffnen, ist seine Kernaussage zutiefst konservativ. Er idealisiert den Beruf der Ehefrau und Mutter als einzig 'natürlichen' Beruf der Frau und wertet jede andere Erwerbstätigkeit als bloßen Ersatz ab. Geeignete Frauenberufe seien daher nur jene, die aus den traditionellen Rollen als Gattin, Mutter und Hausfrau 'hervorwachsen', wie etwa Pflege oder Erziehung.	ambivalent	google/gemini-2.5-pro	4
1174	progressiv	"Der Artikel nimmt eine progressive Haltung ein, da er die höhere Bildung für Frauen durch die Empfehlung einer Vorbereitungsanstalt für das Abitur aktiv fördert. Zudem kritisiert er die wirtschaftliche Ausbeutung von Frauen in ""weiblichen Berufen"" und fordert eine faire Bezahlung anstelle von unentgeltlicher Arbeit."	progressiv	google/gemini-2.5-pro	4
1175	konservativ	"Der Text lehnt die politische Emanzipation von Frauen, insbesondere das Wahlrecht, entschieden ab und bezeichnet sie als unnatürlich. Er argumentiert, dass Frauen, die sich politisch betätigen, ihre ""Weiblichkeit"" verlieren und nicht mehr in die traditionelle Rolle als Ehefrau und Mutter in der ""Häuslichkeit"" passen. Obwohl eine gewisse Bildung und Erwerbstätigkeit für unverheiratete Frauen befürwortet wird, ist die konservative Ablehnung politischer Rechte die zentrale Botschaft."	konservativ	google/gemini-2.5-pro	4
